2026-09-16 02:09:54.932 140545 DEBUG nova.cmd.compute [-] ******************************************************************************** [00;33m{{(pid=140545) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3533}}[00m
2026-09-16 02:23:44.901 140545 DEBUG oslo_concurrency.lockutils [req-fe34730f-417d-4583-b916-8f0f982452b6 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Acquiring lock "5323a2e3-ac3a-45a9-a39b-06680896475e-events" by "nova.compute.manager.InstanceEvents.pop_instance_event.<locals>._pop_event" [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:512}}[00m
2026-09-16 02:23:44.901 140545 DEBUG oslo_concurrency.lockutils [req-fe34730f-417d-4583-b916-8f0f982452b6 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Lock "5323a2e3-ac3a-45a9-a39b-06680896475e-events" acquired by "nova.compute.manager.InstanceEvents.pop_instance_event.<locals>._pop_event" :: waited 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:525}}[00m
2026-09-16 02:23:44.901 140545 DEBUG oslo_concurrency.lockutils [req-fe34730f-417d-4583-b916-8f0f982452b6 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] Lock "5323a2e3-ac3a-45a9-a39b-06680896475e-events" "released" by "nova.compute.manager.InstanceEvents.pop_instance_event.<locals>._pop_event" :: held 0.000s [00;33m{{(pid=140545) inner /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:544}}[00m
2026-09-16 02:23:44.902 140545 DEBUG nova.compute.manager [req-fe34730f-417d-4583-b916-8f0f982452b6 8d26a579d7cd483f9b561fd896ed123f 10c78410dd614d7e8de6bf144a06aac9 - - default default] [instance: 5323a2e3-ac3a-45a9-a39b-06680896475e] Processing event network-vif-plugged-02788270-d5a8-44d0-9459-f0651cf37b58 [00;33m{{(pid=140545) _process_instance_event /opt/stack/nova/nova/compute/manager.py:11423}}[00m
2026-09-16 02:23:45.018 140545 DEBUG nova.objects.instance [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Lazy-loading 'flavor' on Instance uuid b22c7a26-4c07-4940-b11b-8f47fc8f8d97 [00;33m{{(pid=140545) obj_load_attr /opt/stack/nova/nova/objects/instance.py:1147}}[00m
2026-09-16 02:23:45.035 140545 DEBUG oslo_concurrency.lockutils [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Acquiring lock "refresh_cache-b22c7a26-4c07-4940-b11b-8f47fc8f8d97" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:396}}[00m
2026-09-16 02:23:45.035 140545 DEBUG oslo_concurrency.lockutils [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Acquired lock "refresh_cache-b22c7a26-4c07-4940-b11b-8f47fc8f8d97" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:399}}[00m
2026-09-16 02:23:45.035 140545 DEBUG nova.network.neutron [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] [instance: b22c7a26-4c07-4940-b11b-8f47fc8f8d97] Building network info cache for instance [00;33m{{(pid=140545) _get_instance_nw_info /opt/stack/nova/nova/network/neutron.py:2049}}[00m
2026-09-16 02:23:45.035 140545 DEBUG nova.objects.instance [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Lazy-loading 'info_cache' on Instance uuid b22c7a26-4c07-4940-b11b-8f47fc8f8d97 [00;33m{{(pid=140545) obj_load_attr /opt/stack/nova/nova/objects/instance.py:1147}}[00m
2026-09-16 02:23:45.062 140545 DEBUG nova.objects.base [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Object Instance<b22c7a26-4c07-4940-b11b-8f47fc8f8d97> lazy-loaded attributes: flavor,info_cache [00;33m{{(pid=140545) wrapper /opt/stack/nova/nova/objects/base.py:135}}[00m
2026-09-16 02:23:45.073 140545 WARNING neutronclient.v2_0.client [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] The python binding code in neutronclient is deprecated in favor of OpenstackSDK, please use that as this will be removed in a future release.
2026-09-16 02:23:45.206 140545 WARNING neutronclient.v2_0.client [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] The python binding code in neutronclient is deprecated in favor of OpenstackSDK, please use that as this will be removed in a future release.
2026-09-16 02:23:45.245 140545 DEBUG nova.thread_pool_factory [-] Task(fn=<bound method Host._event_emit of <nova.virt.libvirt.host.Host object at 0x7a34364c8800>>, remaining_delay=-0.0007480350323021412 future=<Future at 0x7a33fc38ee70 state=cancelled>) was cancelled during its delay period, skipping [00;33m{{(pid=140545) _log /opt/stack/nova/nova/thread_pool_factory.py:502}}[00m
2026-09-16 02:23:45.246 140545 DEBUG nova.thread_pool_factory [-] Waiting for the next task [00;33m{{(pid=140545) _log /opt/stack/nova/nova/thread_pool_factory.py:502}}[00m
2026-09-16 02:23:45.246 140545 DEBUG nova.thread_pool_factory [-] Received Task(fn=<bound method Host._event_emit of <nova.virt.libvirt.host.Host object at 0x7a34364c8800>>, remaining_delay=13.81846538092941 future=<Future at 0x7a33fc3d8bf0 state=pending>) [00;33m{{(pid=140545) _log /opt/stack/nova/nova/thread_pool_factory.py:502}}[00m
2026-09-16 02:23:45.246 140545 DEBUG nova.thread_pool_factory [-] Waitig for the deadline of Task(fn=<bound method Host._event_emit of <nova.virt.libvirt.host.Host object at 0x7a34364c8800>>, remaining_delay=13.818376299925148 future=<Future at 0x7a33fc3d8bf0 state=pending>) [00;33m{{(pid=140545) _log /opt/stack/nova/nova/thread_pool_factory.py:502}}[00m
2026-09-16 02:23:45.269 140545 DEBUG nova.network.neutron [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] [instance: b22c7a26-4c07-4940-b11b-8f47fc8f8d97] Updating instance_info_cache with network_info: [{"id": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "address": "fa:16:3e:2d:ee:c6", "network": {"id": "8d15112a-3048-4b18-b41e-e91087b280cc", "bridge": "br-int", "label": "tempest-AttachVolumeTestJSON-358589175-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.6", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.221", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "745d4674c55948569488f81c85f60583", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap8f5e54b7-3d", "ovs_interfaceid": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}}] [00;33m{{(pid=140545) update_instance_cache_with_nw_info /opt/stack/nova/nova/network/neutron.py:106}}[00m
2026-09-16 02:23:45.283 140545 DEBUG oslo_concurrency.lockutils [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Releasing lock "refresh_cache-b22c7a26-4c07-4940-b11b-8f47fc8f8d97" [00;33m{{(pid=140545) lock /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/lockutils.py:419}}[00m
2026-09-16 02:23:45.316 140545 INFO nova.virt.libvirt.driver [-] [instance: b22c7a26-4c07-4940-b11b-8f47fc8f8d97] Instance destroyed successfully.
2026-09-16 02:23:45.317 140545 DEBUG nova.objects.instance [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Lazy-loading 'numa_topology' on Instance uuid b22c7a26-4c07-4940-b11b-8f47fc8f8d97 [00;33m{{(pid=140545) obj_load_attr /opt/stack/nova/nova/objects/instance.py:1147}}[00m
2026-09-16 02:23:45.328 140545 DEBUG nova.objects.base [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Object Instance<b22c7a26-4c07-4940-b11b-8f47fc8f8d97> lazy-loaded attributes: flavor,info_cache,numa_topology [00;33m{{(pid=140545) wrapper /opt/stack/nova/nova/objects/base.py:135}}[00m
2026-09-16 02:23:45.329 140545 DEBUG nova.objects.instance [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Lazy-loading 'resources' on Instance uuid b22c7a26-4c07-4940-b11b-8f47fc8f8d97 [00;33m{{(pid=140545) obj_load_attr /opt/stack/nova/nova/objects/instance.py:1147}}[00m
2026-09-16 02:23:45.339 140545 DEBUG nova.objects.base [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Object Instance<b22c7a26-4c07-4940-b11b-8f47fc8f8d97> lazy-loaded attributes: flavor,info_cache,numa_topology,resources [00;33m{{(pid=140545) wrapper /opt/stack/nova/nova/objects/base.py:135}}[00m
2026-09-16 02:23:45.341 140545 DEBUG nova.virt.libvirt.vif [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] vif_type=ovs instance=Instance(access_ip_v4=None,access_ip_v6=None,architecture=None,auto_disk_config=False,availability_zone='nova',cell_name=None,cleaned=False,compute_id=1,config_drive='',created_at=2026-09-16T09:22:07Z,default_ephemeral_device=None,default_swap_device=None,deleted=False,deleted_at=None,device_metadata=<?>,disable_terminate=False,display_description='tempest-AttachVolumeTestJSON-server-1509855062',display_name='tempest-AttachVolumeTestJSON-server-1509855062',ec2_ids=<?>,ephemeral_gb=0,ephemeral_key_uuid=None,fault=<?>,flavor=Flavor(11),hidden=False,host='devstack-92-210',hostname='tempest-attachvolumetestjson-server-1509855062',id=20,image_ref='5dd27059-9c8b-4a52-87ed-c86bf063a204',info_cache=InstanceInfoCache,instance_type_id=11,kernel_id='',key_data='ecdsa-sha2-nistp384 AAAAE2VjZHNhLXNoYTItbmlzdHAzODQAAAAIbmlzdHAzODQAAABhBKzZAPRIMMytJvC9wRl8Yp+33s22AMSk85X0N6NOnEJsm+Gn/tONS4ZEBjzip6nGNTzLJZ7Ub9Nnq2WmwWAI0W6wjEEm2OCLOA1+6yrFA/W4LCPL6DoM/zJNYt+rQO9AHA==',key_name='tempest-keypair-784849140',keypairs=<?>,launch_index=0,launched_at=2026-09-16T09:22:11Z,launched_on='devstack-92-210',locked=False,locked_by=None,memory_mb=192,metadata={},migration_context=<?>,new_flavor=None,node='devstack-92-210',numa_topology=None,old_flavor=None,os_type=None,pci_devices=<?>,pci_requests=<?>,power_state=4,progress=0,project_id='745d4674c55948569488f81c85f60583',ramdisk_id='',reservation_id='r-yc6eyz83',resources=None,root_device_name='/dev/vda',root_gb=1,security_groups=<?>,services=<?>,shutdown_terminate=False,system_metadata={boot_roles='member,reader',image_base_image_ref='5dd27059-9c8b-4a52-87ed-c86bf063a204',image_container_format='bare',image_disk_format='raw',image_hw_cdrom_bus='ide',image_hw_disk_bus='virtio',image_hw_input_bus=None,image_hw_machine_type='pc',image_hw_pointer_model=None,image_hw_rng_model='virtio',image_hw_video_model='virtio',image_hw_vif_model='virtio',image_min_disk='1',image_min_ram='0',image_owner_specified.openstack.md5='',image_owner_specified.openstack.object='images/cirros-0.6.1-x86_64-disk',image_owner_specified.openstack.sha256='',owner_project_name='tempest-AttachVolumeTestJSON-1399156374',owner_user_name='tempest-AttachVolumeTestJSON-1399156374-project-member'},tags=<?>,task_state='powering-on',terminated_at=None,trusted_certs=<?>,updated_at=2026-09-16T09:23:44Z,user_data='IyEvYmluL3NoCmVjaG8gIlByaW50aW5nIGNpcnJvcyB1c2VyIGF1dGhvcml6ZWQga2V5cyIKY2F0IH5jaXJyb3MvLnNzaC9hdXRob3JpemVkX2tleXMgfHwgdHJ1ZQo=',user_id='3bd20a4ff672488787df1bb5a67f607a',uuid=b22c7a26-4c07-4940-b11b-8f47fc8f8d97,vcpu_model=<?>,vcpus=1,vm_mode=None,vm_state='stopped') vif={"id": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "address": "fa:16:3e:2d:ee:c6", "network": {"id": "8d15112a-3048-4b18-b41e-e91087b280cc", "bridge": "br-int", "label": "tempest-AttachVolumeTestJSON-358589175-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.6", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.221", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "745d4674c55948569488f81c85f60583", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap8f5e54b7-3d", "ovs_interfaceid": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}} [00;33m{{(pid=140545) unplug /opt/stack/nova/nova/virt/libvirt/vif.py:884}}[00m
2026-09-16 02:23:45.341 140545 DEBUG nova.network.os_vif_util [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Converting VIF {"id": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "address": "fa:16:3e:2d:ee:c6", "network": {"id": "8d15112a-3048-4b18-b41e-e91087b280cc", "bridge": "br-int", "label": "tempest-AttachVolumeTestJSON-358589175-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.6", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.221", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "745d4674c55948569488f81c85f60583", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap8f5e54b7-3d", "ovs_interfaceid": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}} [00;33m{{(pid=140545) nova_to_osvif_vif /opt/stack/nova/nova/network/os_vif_util.py:511}}[00m
2026-09-16 02:23:45.342 140545 DEBUG nova.network.os_vif_util [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Converted object VIFOpenVSwitch(active=True,address=fa:16:3e:2d:ee:c6,bridge_name='br-int',has_traffic_filtering=True,id=8f5e54b7-3dbb-4fc7-ab46-02249257e8c3,network=Network(8d15112a-3048-4b18-b41e-e91087b280cc),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap8f5e54b7-3d') [00;33m{{(pid=140545) nova_to_osvif_vif /opt/stack/nova/nova/network/os_vif_util.py:550}}[00m
2026-09-16 02:23:45.342 140545 DEBUG os_vif [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Unplugging vif VIFOpenVSwitch(active=True,address=fa:16:3e:2d:ee:c6,bridge_name='br-int',has_traffic_filtering=True,id=8f5e54b7-3dbb-4fc7-ab46-02249257e8c3,network=Network(8d15112a-3048-4b18-b41e-e91087b280cc),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap8f5e54b7-3d') [00;33m{{(pid=140545) unplug /opt/stack/data/venv/lib/python3.12/site-packages/os_vif/__init__.py:133}}[00m
2026-09-16 02:23:45.362 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:23:45.372 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 12 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:23:45.373 140545 DEBUG ovsdbapp.backend.ovs_idl.transaction [-] Running txn 37c40251 n=1 command(idx=0): DelPortCommand(_result=None, port=tap8f5e54b7-3d, bridge=br-int, if_exists=True) [00;33m{{(pid=140545) do_commit /opt/stack/data/venv/lib/python3.12/site-packages/ovsdbapp/backend/ovs_idl/transaction.py:91}}[00m
2026-09-16 02:23:45.376 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:23:45.377 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] 0-ms timeout [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:248}}[00m
2026-09-16 02:23:45.377 140545 DEBUG ovsdbapp.backend.ovs_idl.transaction [-] txn 37c40251 succeeded [00;33m{{(pid=140545) do_commit /opt/stack/data/venv/lib/python3.12/site-packages/ovsdbapp/backend/ovs_idl/transaction.py:137}}[00m
2026-09-16 02:23:45.378 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:23:45.380 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 12 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:23:45.380 140545 DEBUG ovsdbapp.backend.ovs_idl.transaction [-] Running txn d36cdbb9 n=1 command(idx=0): DbDestroyCommand(_result=None, table=QoS, record=b1280ec2-2e14-4823-a14e-8c56574a9ecb) [00;33m{{(pid=140545) do_commit /opt/stack/data/venv/lib/python3.12/site-packages/ovsdbapp/backend/ovs_idl/transaction.py:91}}[00m
2026-09-16 02:23:45.381 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] [POLLIN] on fd 14 [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:263}}[00m
2026-09-16 02:23:45.381 140545 DEBUG ovsdbapp.backend.ovs_idl.vlog [-] 0-ms timeout [00;33m{{(pid=140545) __log_wakeup /opt/stack/data/venv/lib/python3.12/site-packages/ovs/poller.py:248}}[00m
2026-09-16 02:23:45.381 140545 DEBUG ovsdbapp.backend.ovs_idl.transaction [-] txn d36cdbb9 succeeded [00;33m{{(pid=140545) do_commit /opt/stack/data/venv/lib/python3.12/site-packages/ovsdbapp/backend/ovs_idl/transaction.py:137}}[00m
2026-09-16 02:23:45.384 140545 INFO os_vif [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Successfully unplugged vif VIFOpenVSwitch(active=True,address=fa:16:3e:2d:ee:c6,bridge_name='br-int',has_traffic_filtering=True,id=8f5e54b7-3dbb-4fc7-ab46-02249257e8c3,network=Network(8d15112a-3048-4b18-b41e-e91087b280cc),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap8f5e54b7-3d')
2026-09-16 02:23:45.389 140545 DEBUG nova.virt.libvirt.driver [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] [instance: b22c7a26-4c07-4940-b11b-8f47fc8f8d97] Start _get_guest_xml network_info=[{"id": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "address": "fa:16:3e:2d:ee:c6", "network": {"id": "8d15112a-3048-4b18-b41e-e91087b280cc", "bridge": "br-int", "label": "tempest-AttachVolumeTestJSON-358589175-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.6", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.221", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "745d4674c55948569488f81c85f60583", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap8f5e54b7-3d", "ovs_interfaceid": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}}] disk_info={'disk_bus': 'virtio', 'cdrom_bus': 'ide', 'mapping': {'root': {'bus': 'virtio', 'dev': 'vda', 'type': 'disk', 'boot_index': '1'}, 'disk': {'bus': 'virtio', 'dev': 'vda', 'type': 'disk', 'boot_index': '1'}}} image_meta=ImageMeta(checksum=<?>,container_format='bare',created_at=<?>,direct_url=<?>,disk_format='raw',id=5dd27059-9c8b-4a52-87ed-c86bf063a204,min_disk=1,min_ram=0,name=<?>,owner=<?>,properties=ImageMetaProps,protected=<?>,size=<?>,status=<?>,tags=<?>,updated_at=<?>,virtual_size=<?>,visibility=<?>) rescue=None block_device_info={'root_device_name': '/dev/vda', 'image': [{'encryption_secret_uuid': None, 'guest_format': None, 'device_name': '/dev/vda', 'size': 0, 'encrypted': False, 'disk_bus': 'virtio', 'device_type': 'disk', 'encryption_options': None, 'encryption_format': None, 'boot_index': 0, 'image_id': '5dd27059-9c8b-4a52-87ed-c86bf063a204'}], 'ephemerals': [], 'block_device_mapping': [], 'swap': None}share_info=ShareMappingList(objects=[]) [00;33m{{(pid=140545) _get_guest_xml /opt/stack/nova/nova/virt/libvirt/driver.py:8359}}[00m
2026-09-16 02:23:45.393 140545 DEBUG nova.virt.driver [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] InstanceDriverMetadata: InstanceDriverMetadata(root_type='image', root_id='5dd27059-9c8b-4a52-87ed-c86bf063a204', instance_meta=NovaInstanceMeta(name='tempest-AttachVolumeTestJSON-server-1509855062', uuid='b22c7a26-4c07-4940-b11b-8f47fc8f8d97'), owner=OwnerMeta(userid='3bd20a4ff672488787df1bb5a67f607a', username='tempest-AttachVolumeTestJSON-1399156374-project-member', projectid='745d4674c55948569488f81c85f60583', projectname='tempest-AttachVolumeTestJSON-1399156374'), image=ImageMeta(id='5dd27059-9c8b-4a52-87ed-c86bf063a204', name=None, container_format='bare', disk_format='raw', min_disk=1, min_ram=0, properties={'hw_cdrom_bus': 'ide', 'hw_disk_bus': 'virtio', 'hw_machine_type': 'pc', 'hw_rng_model': 'virtio', 'hw_video_model': 'virtio', 'hw_vif_model': 'virtio'}), flavor=FlavorMeta(name='m1.nano', flavorid='42', memory_mb=192, vcpus=1, root_gb=1, ephemeral_gb=0, extra_specs={'hw_rng:allowed': 'True'}, swap=0), network_info=[{"id": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "address": "fa:16:3e:2d:ee:c6", "network": {"id": "8d15112a-3048-4b18-b41e-e91087b280cc", "bridge": "br-int", "label": "tempest-AttachVolumeTestJSON-358589175-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.6", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.221", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "745d4674c55948569488f81c85f60583", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap8f5e54b7-3d", "ovs_interfaceid": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}}], nova_package='34.1.0', creation_time=1789550625.393469) [00;33m{{(pid=140545) get_instance_driver_metadata /opt/stack/nova/nova/virt/driver.py:457}}[00m
2026-09-16 02:23:45.395 140545 DEBUG nova.virt.libvirt.host [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Searching host: 'devstack-92-210' for CPU controller through CGroups V1... [00;33m{{(pid=140545) _has_cgroupsv1_cpu_controller /opt/stack/nova/nova/virt/libvirt/host.py:1788}}[00m
2026-09-16 02:23:45.395 140545 DEBUG nova.virt.libvirt.host [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] CPU controller missing on host. [00;33m{{(pid=140545) _has_cgroupsv1_cpu_controller /opt/stack/nova/nova/virt/libvirt/host.py:1798}}[00m
