Sep 14 14:54:56.770996 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: we strongly recommend against using it for new projects.
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: If you are already using Eventlet, we recommend migrating to a different
Sep 14 14:54:56.998662 devstack-92-210 neutron-rpc-server[1236431]: framework.  For more detail see
Sep 14 16:13:38.793211 devstack-92-210 neutron-rpc-server[1237621]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:13:38.793211 devstack-92-210 neutron-rpc-server[1237621]:   self.session.flush()
Sep 14 16:13:38.794040 devstack-92-210 neutron-rpc-server[1237621]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:13:38.794040 devstack-92-210 neutron-rpc-server[1237621]:   self.session.flush()
Sep 14 16:34:35.506737 devstack-92-210 neutron-rpc-server[1237490]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:34:35.506737 devstack-92-210 neutron-rpc-server[1237490]:   self.session.flush()
Sep 14 16:34:35.507930 devstack-92-210 neutron-rpc-server[1237490]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:34:35.507930 devstack-92-210 neutron-rpc-server[1237490]:   self.session.flush()
Sep 14 16:34:35.509137 devstack-92-210 neutron-rpc-server[1237490]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:34:35.509137 devstack-92-210 neutron-rpc-server[1237490]:   self.session.flush()
Sep 14 16:34:35.510712 devstack-92-210 neutron-rpc-server[1237490]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:34:35.510712 devstack-92-210 neutron-rpc-server[1237490]:   self.session.flush()
Sep 14 16:34:51.392665 devstack-92-210 neutron-rpc-server[1237366]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:34:51.392665 devstack-92-210 neutron-rpc-server[1237366]:   self.session.flush()
Sep 14 16:34:51.393191 devstack-92-210 neutron-rpc-server[1237366]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:34:51.393191 devstack-92-210 neutron-rpc-server[1237366]:   self.session.flush()
Sep 14 16:34:51.393916 devstack-92-210 neutron-rpc-server[1237366]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:34:51.393916 devstack-92-210 neutron-rpc-server[1237366]:   self.session.flush()
Sep 14 16:34:51.394886 devstack-92-210 neutron-rpc-server[1237366]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:34:51.394886 devstack-92-210 neutron-rpc-server[1237366]:   self.session.flush()
Sep 14 16:35:05.812835 devstack-92-210 neutron-rpc-server[1237658]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:05.812835 devstack-92-210 neutron-rpc-server[1237658]:   self.session.flush()
Sep 14 16:35:05.813879 devstack-92-210 neutron-rpc-server[1237658]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:05.813879 devstack-92-210 neutron-rpc-server[1237658]:   self.session.flush()
Sep 14 16:35:05.815088 devstack-92-210 neutron-rpc-server[1237658]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:05.815088 devstack-92-210 neutron-rpc-server[1237658]:   self.session.flush()
Sep 14 16:35:05.816126 devstack-92-210 neutron-rpc-server[1237658]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:05.816126 devstack-92-210 neutron-rpc-server[1237658]:   self.session.flush()
Sep 14 16:35:47.468616 devstack-92-210 neutron-rpc-server[1237400]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:47.468616 devstack-92-210 neutron-rpc-server[1237400]:   self.session.flush()
Sep 14 16:35:47.469490 devstack-92-210 neutron-rpc-server[1237400]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:47.469490 devstack-92-210 neutron-rpc-server[1237400]:   self.session.flush()
Sep 14 16:35:47.470134 devstack-92-210 neutron-rpc-server[1237400]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:47.470134 devstack-92-210 neutron-rpc-server[1237400]:   self.session.flush()
Sep 14 16:35:47.471119 devstack-92-210 neutron-rpc-server[1237400]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:47.471119 devstack-92-210 neutron-rpc-server[1237400]:   self.session.flush()
Sep 14 16:35:58.894204 devstack-92-210 neutron-rpc-server[1238027]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:58.894204 devstack-92-210 neutron-rpc-server[1238027]:   self.session.flush()
Sep 14 16:35:58.895348 devstack-92-210 neutron-rpc-server[1238027]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:58.895348 devstack-92-210 neutron-rpc-server[1238027]:   self.session.flush()
Sep 14 16:35:58.895887 devstack-92-210 neutron-rpc-server[1238027]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:58.895887 devstack-92-210 neutron-rpc-server[1238027]:   self.session.flush()
Sep 14 16:35:58.897175 devstack-92-210 neutron-rpc-server[1238027]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:35:58.897175 devstack-92-210 neutron-rpc-server[1238027]:   self.session.flush()
Sep 14 16:36:55.529715 devstack-92-210 neutron-rpc-server[1237509]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:36:55.529715 devstack-92-210 neutron-rpc-server[1237509]:   self.session.flush()
Sep 14 16:36:55.530512 devstack-92-210 neutron-rpc-server[1237509]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:36:55.530512 devstack-92-210 neutron-rpc-server[1237509]:   self.session.flush()
Sep 14 16:36:55.531230 devstack-92-210 neutron-rpc-server[1237509]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:36:55.531230 devstack-92-210 neutron-rpc-server[1237509]:   self.session.flush()
Sep 14 16:36:55.532199 devstack-92-210 neutron-rpc-server[1237509]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:36:55.532199 devstack-92-210 neutron-rpc-server[1237509]:   self.session.flush()
Sep 14 16:37:04.713203 devstack-92-210 neutron-rpc-server[1238246]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:04.713203 devstack-92-210 neutron-rpc-server[1238246]:   self.session.flush()
Sep 14 16:37:04.713701 devstack-92-210 neutron-rpc-server[1238246]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:04.713701 devstack-92-210 neutron-rpc-server[1238246]:   self.session.flush()
Sep 14 16:37:04.714408 devstack-92-210 neutron-rpc-server[1238246]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:04.714408 devstack-92-210 neutron-rpc-server[1238246]:   self.session.flush()
Sep 14 16:37:04.715122 devstack-92-210 neutron-rpc-server[1238246]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:04.715122 devstack-92-210 neutron-rpc-server[1238246]:   self.session.flush()
Sep 14 16:37:34.127385 devstack-92-210 neutron-rpc-server[1237908]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:34.127385 devstack-92-210 neutron-rpc-server[1237908]:   self.session.flush()
Sep 14 16:37:34.128468 devstack-92-210 neutron-rpc-server[1237908]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:34.128468 devstack-92-210 neutron-rpc-server[1237908]:   self.session.flush()
Sep 14 16:37:34.129306 devstack-92-210 neutron-rpc-server[1237908]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:34.129306 devstack-92-210 neutron-rpc-server[1237908]:   self.session.flush()
Sep 14 16:37:34.130623 devstack-92-210 neutron-rpc-server[1237908]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:34.130623 devstack-92-210 neutron-rpc-server[1237908]:   self.session.flush()
Sep 14 16:37:35.389916 devstack-92-210 neutron-rpc-server[1237952]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:35.389916 devstack-92-210 neutron-rpc-server[1237952]:   self.session.flush()
Sep 14 16:37:35.390878 devstack-92-210 neutron-rpc-server[1237952]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:35.390878 devstack-92-210 neutron-rpc-server[1237952]:   self.session.flush()
Sep 14 16:37:35.391627 devstack-92-210 neutron-rpc-server[1237952]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:35.391627 devstack-92-210 neutron-rpc-server[1237952]:   self.session.flush()
Sep 14 16:37:35.392753 devstack-92-210 neutron-rpc-server[1237952]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:37:35.392753 devstack-92-210 neutron-rpc-server[1237952]:   self.session.flush()
Sep 14 16:44:10.916068 devstack-92-210 neutron-rpc-server[1238014]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:44:10.916068 devstack-92-210 neutron-rpc-server[1238014]:   self.session.flush()
Sep 14 16:44:10.916915 devstack-92-210 neutron-rpc-server[1238014]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:44:10.916915 devstack-92-210 neutron-rpc-server[1238014]:   self.session.flush()
Sep 14 16:44:10.917619 devstack-92-210 neutron-rpc-server[1238014]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:44:10.917619 devstack-92-210 neutron-rpc-server[1238014]:   self.session.flush()
Sep 14 16:44:10.918585 devstack-92-210 neutron-rpc-server[1238014]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:44:10.918585 devstack-92-210 neutron-rpc-server[1238014]:   self.session.flush()
Sep 14 16:45:29.180260 devstack-92-210 neutron-rpc-server[1238092]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:45:29.180260 devstack-92-210 neutron-rpc-server[1238092]:   self.session.flush()
Sep 14 16:45:29.181176 devstack-92-210 neutron-rpc-server[1238092]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:45:29.181176 devstack-92-210 neutron-rpc-server[1238092]:   self.session.flush()
Sep 14 16:45:29.181176 devstack-92-210 neutron-rpc-server[1238092]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:45:29.181176 devstack-92-210 neutron-rpc-server[1238092]:   self.session.flush()
Sep 14 16:45:29.181505 devstack-92-210 neutron-rpc-server[1238092]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 14 16:45:29.181505 devstack-92-210 neutron-rpc-server[1238092]:   self.session.flush()
