Sep 15 01:24:37.751008 devstack-92-210 systemd[1]: Started devstack@neutron-rpc-server.service - Devstack devstack@neutron-rpc-server.service.
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: /opt/stack/data/venv/lib/python3.12/site-packages/futurist/_utils.py:34: EventletDeprecationWarning:
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: Eventlet is deprecated. It is currently being maintained in bugfix mode, and
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: we strongly recommend against using it for new projects.
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: If you are already using Eventlet, we recommend migrating to a different
Sep 15 01:24:37.979160 devstack-92-210 neutron-rpc-server[2223953]: framework.  For more detail see
Sep 15 02:48:43.861261 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:48:43.861261 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:48:43.862118 devstack-92-210 neutron-rpc-server[2225134]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:48:43.862118 devstack-92-210 neutron-rpc-server[2225134]:   self.session.flush()
Sep 15 02:50:09.901876 devstack-92-210 neutron-rpc-server[2225062]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:50:09.901876 devstack-92-210 neutron-rpc-server[2225062]:   self.session.flush()
Sep 15 02:50:09.902892 devstack-92-210 neutron-rpc-server[2225062]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:50:09.902892 devstack-92-210 neutron-rpc-server[2225062]:   self.session.flush()
Sep 15 02:50:09.903910 devstack-92-210 neutron-rpc-server[2225062]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:50:09.903910 devstack-92-210 neutron-rpc-server[2225062]:   self.session.flush()
Sep 15 02:50:09.905382 devstack-92-210 neutron-rpc-server[2225062]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:50:09.905382 devstack-92-210 neutron-rpc-server[2225062]:   self.session.flush()
Sep 15 02:51:41.377573 devstack-92-210 neutron-rpc-server[2224941]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:51:41.377573 devstack-92-210 neutron-rpc-server[2224941]:   self.session.flush()
Sep 15 02:51:41.378364 devstack-92-210 neutron-rpc-server[2224941]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:51:41.378364 devstack-92-210 neutron-rpc-server[2224941]:   self.session.flush()
Sep 15 02:51:41.378648 devstack-92-210 neutron-rpc-server[2224941]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:51:41.378648 devstack-92-210 neutron-rpc-server[2224941]:   self.session.flush()
Sep 15 02:51:41.379699 devstack-92-210 neutron-rpc-server[2224941]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:51:41.379699 devstack-92-210 neutron-rpc-server[2224941]:   self.session.flush()
Sep 15 02:52:49.390048 devstack-92-210 neutron-rpc-server[2225537]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:52:49.390048 devstack-92-210 neutron-rpc-server[2225537]:   self.session.flush()
Sep 15 02:52:49.390969 devstack-92-210 neutron-rpc-server[2225537]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:52:49.390969 devstack-92-210 neutron-rpc-server[2225537]:   self.session.flush()
Sep 15 02:52:49.392063 devstack-92-210 neutron-rpc-server[2225537]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:52:49.392063 devstack-92-210 neutron-rpc-server[2225537]:   self.session.flush()
Sep 15 02:52:49.393346 devstack-92-210 neutron-rpc-server[2225537]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:52:49.393346 devstack-92-210 neutron-rpc-server[2225537]:   self.session.flush()
Sep 15 02:53:04.334916 devstack-92-210 neutron-rpc-server[2225488]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:53:04.334916 devstack-92-210 neutron-rpc-server[2225488]:   self.session.flush()
Sep 15 02:53:04.336261 devstack-92-210 neutron-rpc-server[2225488]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:53:04.336261 devstack-92-210 neutron-rpc-server[2225488]:   self.session.flush()
Sep 15 02:53:04.337205 devstack-92-210 neutron-rpc-server[2225488]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:53:04.337205 devstack-92-210 neutron-rpc-server[2225488]:   self.session.flush()
Sep 15 02:53:04.338198 devstack-92-210 neutron-rpc-server[2225488]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:53:04.338198 devstack-92-210 neutron-rpc-server[2225488]:   self.session.flush()
Sep 15 02:58:47.035019 devstack-92-210 neutron-rpc-server[2225119]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:58:47.035019 devstack-92-210 neutron-rpc-server[2225119]:   self.session.flush()
Sep 15 02:58:47.036239 devstack-92-210 neutron-rpc-server[2225119]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:58:47.036239 devstack-92-210 neutron-rpc-server[2225119]:   self.session.flush()
Sep 15 02:58:47.037093 devstack-92-210 neutron-rpc-server[2225119]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:58:47.037093 devstack-92-210 neutron-rpc-server[2225119]:   self.session.flush()
Sep 15 02:58:47.038296 devstack-92-210 neutron-rpc-server[2225119]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:58:47.038296 devstack-92-210 neutron-rpc-server[2225119]:   self.session.flush()
Sep 15 02:59:40.986421 devstack-92-210 neutron-rpc-server[2225413]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:59:40.986421 devstack-92-210 neutron-rpc-server[2225413]:   self.session.flush()
Sep 15 02:59:40.987567 devstack-92-210 neutron-rpc-server[2225413]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:59:40.987567 devstack-92-210 neutron-rpc-server[2225413]:   self.session.flush()
Sep 15 02:59:40.988195 devstack-92-210 neutron-rpc-server[2225413]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:59:40.988195 devstack-92-210 neutron-rpc-server[2225413]:   self.session.flush()
Sep 15 02:59:40.989749 devstack-92-210 neutron-rpc-server[2225413]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 02:59:40.989749 devstack-92-210 neutron-rpc-server[2225413]:   self.session.flush()
Sep 15 03:01:27.406063 devstack-92-210 neutron-rpc-server[2225764]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:01:27.406063 devstack-92-210 neutron-rpc-server[2225764]:   self.session.flush()
Sep 15 03:01:27.407342 devstack-92-210 neutron-rpc-server[2225764]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:01:27.407342 devstack-92-210 neutron-rpc-server[2225764]:   self.session.flush()
Sep 15 03:01:27.408501 devstack-92-210 neutron-rpc-server[2225764]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:01:27.408501 devstack-92-210 neutron-rpc-server[2225764]:   self.session.flush()
Sep 15 03:01:27.409855 devstack-92-210 neutron-rpc-server[2225764]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:01:27.409855 devstack-92-210 neutron-rpc-server[2225764]:   self.session.flush()
Sep 15 03:02:38.442884 devstack-92-210 neutron-rpc-server[2224871]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:02:38.442884 devstack-92-210 neutron-rpc-server[2224871]:   self.session.flush()
Sep 15 03:02:38.444596 devstack-92-210 neutron-rpc-server[2224871]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:02:38.444596 devstack-92-210 neutron-rpc-server[2224871]:   self.session.flush()
Sep 15 03:02:38.444843 devstack-92-210 neutron-rpc-server[2224871]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:02:38.444843 devstack-92-210 neutron-rpc-server[2224871]:   self.session.flush()
Sep 15 03:02:38.445896 devstack-92-210 neutron-rpc-server[2224871]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:02:38.445896 devstack-92-210 neutron-rpc-server[2224871]:   self.session.flush()
Sep 15 03:10:29.839577 devstack-92-210 neutron-rpc-server[2225342]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:10:29.839577 devstack-92-210 neutron-rpc-server[2225342]:   self.session.flush()
Sep 15 03:10:29.841119 devstack-92-210 neutron-rpc-server[2225342]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:10:29.841119 devstack-92-210 neutron-rpc-server[2225342]:   self.session.flush()
Sep 15 03:10:29.841119 devstack-92-210 neutron-rpc-server[2225342]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:10:29.841119 devstack-92-210 neutron-rpc-server[2225342]:   self.session.flush()
Sep 15 03:10:29.841668 devstack-92-210 neutron-rpc-server[2225342]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:10:29.841668 devstack-92-210 neutron-rpc-server[2225342]:   self.session.flush()
Sep 15 03:50:59.523601 devstack-92-210 neutron-rpc-server[2225103]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:50:59.523601 devstack-92-210 neutron-rpc-server[2225103]:   self.session.flush()
Sep 15 03:50:59.524807 devstack-92-210 neutron-rpc-server[2225103]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:50:59.524807 devstack-92-210 neutron-rpc-server[2225103]:   self.session.flush()
Sep 15 03:50:59.525148 devstack-92-210 neutron-rpc-server[2225103]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:50:59.525148 devstack-92-210 neutron-rpc-server[2225103]:   self.session.flush()
Sep 15 03:50:59.525986 devstack-92-210 neutron-rpc-server[2225103]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:50:59.525986 devstack-92-210 neutron-rpc-server[2225103]:   self.session.flush()
Sep 15 03:51:00.717750 devstack-92-210 neutron-rpc-server[2225147]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:51:00.717750 devstack-92-210 neutron-rpc-server[2225147]:   self.session.flush()
Sep 15 03:51:00.718493 devstack-92-210 neutron-rpc-server[2225147]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:51:00.718493 devstack-92-210 neutron-rpc-server[2225147]:   self.session.flush()
Sep 15 03:51:00.719394 devstack-92-210 neutron-rpc-server[2225147]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:51:00.719394 devstack-92-210 neutron-rpc-server[2225147]:   self.session.flush()
Sep 15 03:51:00.720358 devstack-92-210 neutron-rpc-server[2225147]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:51:00.720358 devstack-92-210 neutron-rpc-server[2225147]:   self.session.flush()
Sep 15 03:55:16.092461 devstack-92-210 neutron-rpc-server[2225635]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:55:16.092461 devstack-92-210 neutron-rpc-server[2225635]:   self.session.flush()
Sep 15 03:55:16.093901 devstack-92-210 neutron-rpc-server[2225635]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:55:16.093901 devstack-92-210 neutron-rpc-server[2225635]:   self.session.flush()
Sep 15 03:55:16.095227 devstack-92-210 neutron-rpc-server[2225635]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:55:16.095227 devstack-92-210 neutron-rpc-server[2225635]:   self.session.flush()
Sep 15 03:55:16.096594 devstack-92-210 neutron-rpc-server[2225635]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:55:16.096594 devstack-92-210 neutron-rpc-server[2225635]:   self.session.flush()
Sep 15 03:55:17.305306 devstack-92-210 neutron-rpc-server[2225739]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:55:17.305306 devstack-92-210 neutron-rpc-server[2225739]:   self.session.flush()
Sep 15 03:55:17.306395 devstack-92-210 neutron-rpc-server[2225739]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:55:17.306395 devstack-92-210 neutron-rpc-server[2225739]:   self.session.flush()
Sep 15 03:55:17.307557 devstack-92-210 neutron-rpc-server[2225739]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:55:17.307557 devstack-92-210 neutron-rpc-server[2225739]:   self.session.flush()
Sep 15 03:55:17.308843 devstack-92-210 neutron-rpc-server[2225739]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 03:55:17.308843 devstack-92-210 neutron-rpc-server[2225739]:   self.session.flush()
Sep 15 04:01:27.461261 devstack-92-210 neutron-rpc-server[2225002]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:01:27.461261 devstack-92-210 neutron-rpc-server[2225002]:   self.session.flush()
Sep 15 04:01:27.462394 devstack-92-210 neutron-rpc-server[2225002]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:01:27.462394 devstack-92-210 neutron-rpc-server[2225002]:   self.session.flush()
Sep 15 04:01:27.462985 devstack-92-210 neutron-rpc-server[2225002]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:01:27.462985 devstack-92-210 neutron-rpc-server[2225002]:   self.session.flush()
Sep 15 04:01:27.463882 devstack-92-210 neutron-rpc-server[2225002]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:01:27.463882 devstack-92-210 neutron-rpc-server[2225002]:   self.session.flush()
Sep 15 04:01:28.693138 devstack-92-210 neutron-rpc-server[2225044]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:01:28.693138 devstack-92-210 neutron-rpc-server[2225044]:   self.session.flush()
Sep 15 04:01:28.693707 devstack-92-210 neutron-rpc-server[2225044]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:01:28.693707 devstack-92-210 neutron-rpc-server[2225044]:   self.session.flush()
Sep 15 04:01:28.694392 devstack-92-210 neutron-rpc-server[2225044]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_binding_levels' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:01:28.694392 devstack-92-210 neutron-rpc-server[2225044]:   self.session.flush()
Sep 15 04:01:28.695223 devstack-92-210 neutron-rpc-server[2225044]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ports' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:01:28.695223 devstack-92-210 neutron-rpc-server[2225044]:   self.session.flush()
Sep 15 04:29:37.748539 devstack-92-210 neutron-rpc-server[2225596]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'portsecuritybindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:29:37.748539 devstack-92-210 neutron-rpc-server[2225596]:   self.session.flush()
Sep 15 04:29:37.749619 devstack-92-210 neutron-rpc-server[2225596]: /opt/stack/data/venv/lib/python3.12/site-packages/oslo_db/sqlalchemy/enginefacade.py:852: SAWarning: DELETE statement on table 'ml2_port_bindings' expected to delete 1 row(s); 0 were matched.  Please set confirm_deleted_rows=False within the mapper configuration to prevent this warning.
Sep 15 04:29:37.749619 devstack-92-210 neutron-rpc-server[2225596]:   self.session.flush()
